,Provider_ID,Provider_Name,Provider_Street,Provider_City,Provider_State,Provider_Zip,Provider_Hospital_Referral_Region,APC,APC_Description,Beneficiaries,Comprehensive_APC_Services,Avg_Est_Total_submitted_amt,Avg_Medicare_Allowed,Avg_Medicare_pymt
3786,50043,Alta Bates Summit Medical Center,350 Hawthorne Avenue,Oakland,CA,94609,CA - Alameda County,5302,Level 2 Upper GI Procedures,24.0,32,10236.145625,1894.783125,1500.553125
3807,50045,El Centro Regional Medical Center,1415 Ross Avenue,El Centro,CA,92243,CA - San Diego,5302,Level 2 Upper GI Procedures,24.0,27,5256.20518518518,1531.65074074074,1210.84481481481
3836,50047,California Pacific Medical Ctr-Pacific Campus Hosp,2333 Buchanan Street,San Francisco,CA,94115,CA - San Francisco,5302,Level 2 Upper GI Procedures,602.0,676,11678.6697337278,1853.24122781065,1470.59105029586
3872,50056,Antelope Valley Hospital,1600 W Ave J,Lancaster,CA,93534,CA - Los Angeles,5302,Level 2 Upper GI Procedures,42.0,45,7722.76466666666,1531.46,1220.19
3899,50057,Kaweah Delta Medical Center,400 W Mineral King Ave,Visalia,CA,93291,CA - Bakersfield,5302,Level 2 Upper GI Procedures,78.0,91,5069.79197802197,1531.28736263736,1217.61197802197
3924,50058,Glendale Mem Hospital & Hlth Center,1420 S Central Ave,Glendale,CA,91204,CA - Los Angeles,5302,Level 2 Upper GI Procedures,15.0,15,19055.708,1531.65533333333,1210.62533333333
3953,50060,Community Regional Medical Center,2823 Fresno Street,Fresno,CA,93721,CA - Fresno,5302,Level 2 Upper GI Procedures,259.0,279,14116.4712544802,1531.49756272402,1218.34673835125
3976,50063,Hollywood Presbyterian Medical Center,1300 N Vermont Ave,Los Angeles,CA,90027,CA - Los Angeles,5302,Level 2 Upper GI Procedures,11.0,14,11727.3478571428,1532.08785714285,1189.44642857142
4003,50069,St Joseph Hospital,1100 West Stewart Dr,Orange,CA,92868,CA - Orange County,5302,Level 2 Upper GI Procedures,122.0,136,10475.0131617647,1513.90610294117,1201.19110294117
4040,50076,Kaiser Foundation Hospital - San Francisco,2425 Geary Blvd,San Francisco,CA,94115,CA - San Francisco,5302,Level 2 Upper GI Procedures,14.0,14,10974.1178571428,1430.72142857142,1046.51428571428
4063,50077,Scripps Mercy Hospital,4077 5th Ave,San Diego,CA,92103,CA - San Diego,5302,Level 2 Upper GI Procedures,87.0,116,11454.5605172413,1524.89870689655,1212.97448275862
4081,50078,Providence Little Co Of Mary Med Ctr San Pedro,1300 W 7th St,San Pedro,CA,90732,CA - Los Angeles,5302,Level 2 Upper GI Procedures,26.0,26,10336.385,1531.57269230769,1214.67192307692
4105,50082,St Johns Regional Medical Center,1600 N Rose Ave,Oxnard,CA,93030,CA - Ventura,5302,Level 2 Upper GI Procedures,48.0,71,6405.73943661972,1571.92126760563,1250.36929577464
4130,50084,St Joseph's Medical Center Of Stockton,1800 N California St,Stockton,CA,95204,CA - Stockton,5302,Level 2 Upper GI Procedures,113.0,117,18679.1804273504,1531.46,1220.19
4142,50089,Community Hospital Of San Bernardino,1805 Medical Center Drive,San Bernardino,CA,92411,CA - San Bernardino,5302,Level 2 Upper GI Procedures,13.0,14,9070.64285714285,1531.66928571428,1209.94214285714
4175,50093,Saint Agnes Medical Center,1303 E Herndon Ave,Fresno,CA,93710,CA - Fresno,5302,Level 2 Upper GI Procedures,101.0,121,9649.61785123967,1531.66446280991,1210.17024793388
4208,50099,San Antonio Regional Hospital,999 San Bernardino Road,Upland,CA,91786,CA - San Bernardino,5302,Level 2 Upper GI Procedures,22.0,23,6952.54391304348,1531.46,1220.19
4240,50100,Sharp Memorial Hospital,7901 Frost St,San Diego,CA,92123,CA - San Diego,5302,Level 2 Upper GI Procedures,92.0,98,10069.6254081632,1512.74918367346,1198.58561224489
4264,50101,Sutter Solano Medical Center,300 Hospital Dr,Vallejo,CA,94589,CA - San Francisco,5302,Level 2 Upper GI Procedures,15.0,18,11476.3083333333,1870.09,1489.99
4272,50102,Parkview Community Hospital Medical Center,3865 Jackson Street,Riverside,CA,92503,CA - San Bernardino,5302,Level 2 Upper GI Procedures,15.0,16,9392.2625,1531.46,1220.19
4282,50103,White Memorial Medical Center,1720 E Cesar Avenue,Los Angeles,CA,90033,CA - Los Angeles,5302,Level 2 Upper GI Procedures,64.0,76,6374.07671052633,1521.53815789473,1204.64171052631
4312,50107,Marian Regional Medical Center,1400 E Church St,Santa Maria,CA,93454,CA - Santa Barbara,5302,Level 2 Upper GI Procedures,20.0,20,11195.759,1531.46,1220.19
4344,50108,"Sutter Medical Center, Sacramento",2825 Capitol Avenue,Sacramento,CA,95816,CA - Sacramento,5302,Level 2 Upper GI Procedures,190.0,210,9075.55757142857,1769.49276190475,1402.52485714285
4369,50110,Lompoc Valley Medical Center,1515 E Ocean Avenue,Lompoc,CA,93436,CA - Santa Barbara,5302,Level 2 Upper GI Procedures,25.0,28,4882.29321428571,1531.56,1215.27357142857
4393,50112,Santa Monica - Ucla Med Ctr & Orthopaedic Hospital,1250 16th Street,Santa Monica,CA,90404,CA - Los Angeles,5302,Level 2 Upper GI Procedures,116.0,129,5111.81418604651,1522.00116279069,1210.73116279069
4434,50115,Palomar Health Downtown Campus,555 E Valley Parkway,Escondido,CA,92025,CA - San Diego,5302,Level 2 Upper GI Procedures,38.0,44,14324.0979545454,1531.46,1220.19
4467,50118,Doctors Hospital Of Manteca,1205 E North Street,Manteca,CA,95336,CA - Stockton,5302,Level 2 Upper GI Procedures,83.0,85,22746.9855294116,1663.99682352941,1319.57258823529
4490,50121,Adventist Health Hanford,115 Mall Drive,Hanford,CA,93230,CA - Fresno,5302,Level 2 Upper GI Procedures,75.0,84,6705.7276190476,1517.10238095238,1197.41202380952
4508,50122,Dameron Hospital,525 West Acacia Street,Stockton,CA,95203,CA - Stockton,5302,Level 2 Upper GI Procedures,16.0,18,15485.2777777777,1584.84055555555,1258.14833333333
4521,50124,Usc Verdugo Hills Hospital,1812 Verdugo Blvd,Glendale,CA,91209,CA - Los Angeles,5302,Level 2 Upper GI Procedures,46.0,48,6368.11916666666,1480.724375,1164.17041666666
4543,50125,Regional Medical Center Of San Jose,225 N Jackson Avenue,San Jose,CA,95116,CA - San Jose,5302,Level 2 Upper GI Procedures,17.0,19,16173.8947368421,1844.74263157894,1469.79631578947
4569,50127,Woodland Memorial Hospital,1325 Cottonwood Street,Woodland,CA,95695,CA - Sacramento,5302,Level 2 Upper GI Procedures,16.0,16,8282.0625,1782.96625,1418.7775
4594,50128,Tri-City Medical Center,4002 Vista Way,Oceanside,CA,92056,CA - San Diego,5302,Level 2 Upper GI Procedures,19.0,22,8165.09090909091,1531.46,1220.19
4622,50131,Novato Community Hospital,180 Rowland Way,Novato,CA,94945,CA - San Francisco,5302,Level 2 Upper GI Procedures,15.0,15,12348.7946666666,1909.00466666666,1514.28933333333
4633,50132,San Gabriel Valley Medical Center,438 W Las Tunas Drive,San Gabriel,CA,91776,CA - Los Angeles,5302,Level 2 Upper GI Procedures,11.0,15,15783.2666666666,1368.768,1057.498
4656,50133,Rideout Memorial Hospital,726 4th St,Marysville,CA,95901,CA - Sacramento,5302,Level 2 Upper GI Procedures,18.0,22,7045.09090909091,1640.32318181818,1300.29863636363
4665,50135,Southern California Hospital At Hollywood,6245 De Longpre Ave,Hollywood,CA,90028,CA - Los Angeles,5302,Level 2 Upper GI Procedures,,11,12891.9945454545,1531.46,1220.19
4717,50145,Community Hospital Of The Monterey Peninsula,23625 W R Holman Highway,Monterey,CA,93940,CA - Salinas,5302,Level 2 Upper GI Procedures,85.0,93,11639.876344086,1846.18666666666,1467.70666666666
4739,50146,City Of Hope Helford Clinical Research Hospital,1500 E Duarte Road,Duarte,CA,91010,CA - Los Angeles,5302,Level 2 Upper GI Procedures,106.0,130,16497.4477692307,1522.07392307692,1210.80392307692
4799,50153,O'connor Hospital,2105 Forest Avenue,San Jose,CA,95128,CA - San Jose,5302,Level 2 Upper GI Procedures,40.0,47,11145.6170212765,1842.34808510638,1460.33
4811,50159,Ventura County Medical Center,300 Hillmont Avenue,Ventura,CA,93003,CA - Ventura,5302,Level 2 Upper GI Procedures,17.0,20,6714.7035,1571.88,1252.39
4843,50168,St Jude Medical Center,101 E Valencia Mesa Drive,Fullerton,CA,92835,CA - Orange County,5302,Level 2 Upper GI Procedures,105.0,135,8847.92688888888,1500.90288888888,1185.54422222222
4873,50169,Presbyterian Intercommunity Hospital,12401 Washington Blvd,Whittier,CA,90602,CA - Los Angeles,5302,Level 2 Upper GI Procedures,52.0,66,16889.5128787878,1515.24833333333,1198.86454545454
4909,50174,Santa Rosa Memorial Hospital,1165 Montgomery Dr,Santa Rosa,CA,95405,CA - Santa Rosa,5302,Level 2 Upper GI Procedures,130.0,165,10567.3401212121,1870.17854545454,1485.65369696969
4940,50179,Emanuel Medical Center,825 Delbon Ave,Turlock,CA,95382,CA - Modesto,5302,Level 2 Upper GI Procedures,22.0,29,17523.6965517241,1476.42586206896,1158.89586206896
4964,50180,John Muir Medical Center - Walnut Creek Campus,1601 Ygnacio Valley Rd,Walnut Creek,CA,94598,CA - Contra Costa County,5302,Level 2 Upper GI Procedures,144.0,162,32744.9485185185,1881.38808641974,1498.09438271605
4982,50191,St Mary Medical Center,1050 Linden Ave,Long Beach,CA,90813,CA - Los Angeles,5302,Level 2 Upper GI Procedures,48.0,54,6119.01888888888,1531.85203703703,1200.99222222222
4993,50194,Watsonville Community Hospital,75 Nielson Street,Watsonville,CA,95076,CA - Santa Cruz,5302,Level 2 Upper GI Procedures,12.0,16,4441.57312499999,1945.28,1549.9
5014,50195,Washington Hospital,2000 Mowry Ave,Fremont,CA,94538,CA - Alameda County,5302,Level 2 Upper GI Procedures,24.0,27,23650.1155555555,1894.6,1509.52
5037,50197,Sequoia Hospital,170 Alameda De Las Pulgas,Redwood City,CA,94062,CA - San Mateo County,5302,Level 2 Upper GI Procedures,48.0,52,19383.1792307692,1865.57076923077,1480.49076923076
5060,50204,Palmdale Regional Medical Center,38600 Medical Center Drive,Palmdale,CA,93552,CA - Los Angeles,5302,Level 2 Upper GI Procedures,11.0,12,16651.8083333333,1531.48416666666,1218.98166666666
5085,50222,Sharp Chula Vista Medical Center,751 Medical Center Court,Chula Vista,CA,91911,CA - San Diego,5302,Level 2 Upper GI Procedures,31.0,33,8602.73303030303,1531.64727272727,1211.01878787878
5119,50224,Hoag Memorial Hospital Presbyterian,One Hoag Drive,Newport Beach,CA,92663,CA - Orange County,5302,Level 2 Upper GI Procedures,445.0,531,5836.34058380414,1518.53124293784,1207.41062146891
5153,50225,Adventist Health Feather River,5974 Pentz Road,Paradise,CA,95969,CA - Chico,5302,Level 2 Upper GI Procedures,96.0,101,16044.4650495049,1531.46881188118,1219.75613861386
5176,50226,Ahmc Anaheim Regional Medical Center,1111 W La Palma Avenue,Anaheim,CA,92801,CA - Orange County,5302,Level 2 Upper GI Procedures,22.0,24,19613.2375,1531.47875,1219.27666666666
5195,50228,San Francisco General Hospital,1001 Potrero Avenue,San Francisco,CA,94110,CA - San Francisco,5302,Level 2 Upper GI Procedures,45.0,60,12127.2416666666,1860.86216666666,1477.71766666666
5219,50231,Pomona Valley Hospital Medical Center,1798 N Garey Ave,Pomona,CA,91767,CA - Los Angeles,5302,Level 2 Upper GI Procedures,59.0,75,12859.1264,1507.046,1196.00533333333
5244,50232,French Hospital Medical Center,1911 Johnson Ave,San Luis Obispo,CA,93401,CA - San Luis Obispo,5302,Level 2 Upper GI Procedures,16.0,20,9681.2525,1470.4505,1159.1805
5259,50234,Sharp Coronado Hospital And Hlthcr Ctr,250 Prospect Place,Coronado,CA,92118,CA - San Diego,5302,Level 2 Upper GI Procedures,14.0,21,6637.74761904762,1531.46,1220.19
5282,50235,Providence Saint Joseph Medical Ctr,501 South Buena Vista,Burbank,CA,91505,CA - Los Angeles,5302,Level 2 Upper GI Procedures,105.0,116,13724.5917241379,1520.94474137931,1209.49181034482
5307,50236,Adventist Health Simi Valley,2975 N Sycamore Dr,Simi Valley,CA,93065,CA - Ventura,5302,Level 2 Upper GI Procedures,15.0,17,10084.9605882352,1572.05235294117,1243.95058823529
5325,50238,Methodist Hospital Of Southern Ca,300 W Huntington Dr,Arcadia,CA,91006,CA - Los Angeles,5302,Level 2 Upper GI Procedures,46.0,49,9546.28571428571,1531.67346938775,1209.73918367346
5351,50239,Glendale Adventist Medical Center,1509 E Wilson Terrace,Glendale,CA,91206,CA - Los Angeles,5302,Level 2 Upper GI Procedures,18.0,20,9059.1805,1531.5815,1214.2425
5373,50242,Dominican Hospital,1555 Soquel Drive,Santa Cruz,CA,95065,CA - Santa Cruz,5302,Level 2 Upper GI Procedures,132.0,146,14485.7621232876,1924.04849315068,1528.66849315067
5399,50243,Desert Regional Medical Center,1150 North Indian Canyon Drive,Palm Springs,CA,92262,CA - Palm Springs/Rancho Mirage,5302,Level 2 Upper GI Procedures,13.0,13,16945.9384615384,1472.55769230769,1173.25923076923
5411,50245,Arrowhead Regional Medical Center,400 North Pepper Avenue,Colton,CA,92324,CA - San Bernardino,5302,Level 2 Upper GI Procedures,,16,8585.27875,1531.82625,1202.25625
5439,50254,Marshall Medical Center,1100 Marshall Way,Placerville,CA,95667,CA - Sacramento,5302,Level 2 Upper GI Procedures,80.0,86,13188.8427906976,1782.99046511627,1417.58872093023
5458,50261,Sierra View Medical Center,465 W Putnam Ave,Porterville,CA,93257,CA - Bakersfield,5302,Level 2 Upper GI Procedures,24.0,24,13491.5766666666,1531.77666666666,1204.68291666666
5492,50262,Ronald Reagan U C L A Medical Center,757 Westwood Plaza,Los Angeles,CA,90095,CA - Los Angeles,5302,Level 2 Upper GI Procedures,396.0,488,5673.31456967213,1512.06223360655,1199.92411885245
5525,50272,Redlands Community Hospital,350 Terracina Blvd,Redlands,CA,92373,CA - San Bernardino,5302,Level 2 Upper GI Procedures,19.0,19,7479.13842105263,1467.48526315789,1143.93789473684
5535,50276,Contra Costa Regional Medical Center,2500 Alhambra Avenue,Martinez,CA,94553,CA - Contra Costa County,5302,Level 2 Upper GI Procedures,20.0,21,5130.45571428571,1881.78857142857,1478.48428571428
5551,50278,Providence Holy Cross Medical Center,15031 Rinaldi St,Mission Hills,CA,91346,CA - Los Angeles,5302,Level 2 Upper GI Procedures,68.0,76,10366.3694736841,1517.34539473684,1204.14907894737
5582,50280,Mercy Medical Center Redding,"2175 Rosaline Ave, Clairmont Hgts",Redding,CA,96001,CA - Redding,5302,Level 2 Upper GI Procedures,151.0,167,5683.57389221556,1666.94748502993,1327.26083832335
5595,50281,Alhambra Hospital Medical Center,100 S Raymond Ave,Alhambra,CA,91801,CA - Los Angeles,5302,Level 2 Upper GI Procedures,46.0,51,18666.9780392157,1343.09588235294,1020.57529411764
5617,50283,Stanford Health Care - Valleycare,5555 West Las Positas Boulevard,Pleasanton,CA,94588,CA - Alameda County,5302,Level 2 Upper GI Procedures,36.0,43,14338.8393023255,1824.40348837209,1438.64511627906
5639,50289,Seton Medical Center,1900 Sullivan Avenue,Daly City,CA,94015,CA - San Mateo County,5302,Level 2 Upper GI Procedures,15.0,16,14532.3125,1883.00625,1496.98875
5667,50290,Providence Saint John's Health Center,2121 Santa Monica Blvd,Santa Monica,CA,90404,CA - Los Angeles,5302,Level 2 Upper GI Procedures,83.0,93,10172.1989247311,1518.37279569892,1205.44924731182
5700,50291,Sutter Santa Rosa Regional Hospital,30 Mark West Springs Road,Santa Rosa,CA,95403,CA - Santa Rosa,5302,Level 2 Upper GI Procedures,93.0,112,10747.4615178571,1870.09455357142,1489.76705357142
5720,50295,Mercy Hospital,2215 Truxtun Avenue,Bakersfield,CA,93301,CA - Bakersfield,5302,Level 2 Upper GI Procedures,75.0,80,11279.871625,1531.4675,1219.822125
5734,50296,Hazel Hawkins Memorial Hospital,911 Sunset Drive,Hollister,CA,95023,CA - San Jose,5302,Level 2 Upper GI Procedures,,12,16776.9808333333,1894.6,1509.52
5749,50300,St Mary Medical Center,18300 Highway 18,Apple Valley,CA,92307,CA - San Bernardino,5302,Level 2 Upper GI Procedures,18.0,19,8050.50789473684,1531.85842105263,1200.67263157894
5768,50301,Ukiah Valley Medical Center,275 Hospital Drive,Ukiah,CA,95482,CA - Napa,5302,Level 2 Upper GI Procedures,51.0,52,5631.43403846153,1640.26403846154,1303.19903846153
5785,50305,Alta Bates Summit Medical Center - Alta Bates Camp,2450 Ashby Avenue,Berkeley,CA,94705,CA - Alameda County,5302,Level 2 Upper GI Procedures,85.0,91,9499.26032967034,1894.60010989011,1509.51406593406
5819,50308,El Camino Hospital,2500 Grant Road,Mountain View,CA,94040,CA - San Jose,5302,Level 2 Upper GI Procedures,240.0,272,14266.0396691176,1869.49242647058,1482.8019117647
5852,50309,Sutter Roseville Medical Center,One Medical Plaza,Roseville,CA,95661,CA - Sacramento,5302,Level 2 Upper GI Procedures,62.0,66,10912.7804545454,1782.99439393939,1417.3953030303
5868,50313,Sutter Tracy Community Hospital,1420 North Tracy Blvd,Tracy,CA,95376,CA - Stockton,5302,Level 2 Upper GI Procedures,34.0,36,10463.1122222222,1678.18527777777,1326.335
5890,50320,Highland Hospital,1411 E 31st Street,Oakland,CA,94602,CA - Alameda County,5302,Level 2 Upper GI Procedures,12.0,14,4965.95785714285,1894.68785714285,1505.24285714285
5920,50324,Scripps Memorial Hospital La Jolla,9888 Genesee Avenue,La Jolla,CA,92037,CA - San Diego,5302,Level 2 Upper GI Procedures,46.0,50,13694.8246,1531.4794,1219.2292
5958,50327,Loma Linda University Medical Center,11234 Anderson St,Loma Linda,CA,92354,CA - San Bernardino,5302,Level 2 Upper GI Procedures,156.0,202,10621.3463861386,1521.63277227722,1210.93099009901
5984,50329,Corona Regional Medical Center,800 South Main Street,Corona,CA,92882,CA - Orange County,5302,Level 2 Upper GI Procedures,12.0,12,9478.0,1531.66083333333,1210.33416666666
6010,50334,Salinas Valley Memorial Hospital,450 East Romie Lane,Salinas,CA,93901,CA - Salinas,5302,Level 2 Upper GI Procedures,30.0,32,9721.893125,1894.66625,1506.293125
6038,50335,Adventist Health Sonora,1000 Greenley Road,Sonora,CA,95370,CA - Modesto,5302,Level 2 Upper GI Procedures,57.0,76,10222.7192105263,1640.24407894736,1304.17184210526
6062,50336,Adventist Health Lodi Memorial,975 S Fairmont Avenue,Lodi,CA,95240,CA - Sacramento,5302,Level 2 Upper GI Procedures,34.0,39,20884.7074358974,1622.2523076923,1281.82102564102
6079,50342,Pioneers Memorial Healthcare District,207 West Legion Road,Brawley,CA,92227,CA - San Diego,5302,Level 2 Upper GI Procedures,23.0,24,7489.03625,1531.58208333333,1214.21208333333
6108,50348,University Of California Irvine Med Center,101 City Drive South,Orange,CA,92868,CA - Orange County,5302,Level 2 Upper GI Procedures,623.0,744,10652.9942607526,1512.18767473116,1200.123844086
6162,50351,Torrance Memorial Medical Center,3330 Lomita Blvd,Torrance,CA,90509,CA - Los Angeles,5302,Level 2 Upper GI Procedures,122.0,137,13326.371459854,1531.46591240875,1219.90138686131
6206,50353,Providence Little Company Of Mary Med Ctr Torrance,4101 Torrance Blvd,Torrance,CA,90503,CA - Los Angeles,5302,Level 2 Upper GI Procedures,55.0,63,11059.232063492,1473.38126984127,1160.83111111111
6230,50359,Tulare Regional Medical Center,869 North Cherry Avenue,Tulare,CA,93274,CA - Bakersfield,5302,Level 2 Upper GI Procedures,,14,4529.21071428571,1390.67857142857,1069.74285714285
6253,50360,Marin General Hospital,"250 Bon Air Road, Po Box 8010",Greenbrae,CA,94904,CA - San Francisco,5302,Level 2 Upper GI Procedures,51.0,58,28461.1789655172,1908.92051724137,1518.41637931034
6278,50367,Northbay Medical Center,1200 B  Gale Wilson Blvd,Fairfield,CA,94533,CA - Contra Costa County,5302,Level 2 Upper GI Procedures,42.0,47,44318.8089361702,1868.44,1488.68
6288,50373,Lac+usc Medical Center,"1200 N State St, Room C2k100",Los Angeles,CA,90033,CA - Los Angeles,5302,Level 2 Upper GI Procedures,22.0,27,8133.59259259259,1531.67703703703,1209.56259259259
6301,50376,Lac/Harbor-Ucla Med Center,1000 W Carson St,Torrance,CA,90502,CA - Los Angeles,5302,Level 2 Upper GI Procedures,14.0,14,5909.21428571428,1531.47928571428,1219.23214285714
6325,50380,Good Samaritan Hospital,2425 Samaritan Drive,San Jose,CA,95124,CA - San Jose,5302,Level 2 Upper GI Procedures,57.0,65,31977.6776923077,1871.45907692307,1482.26323076923
