npi,np_last_orgname,np_entity_code,np_city,np_state,p_type,place_of_service,HCPCS,hcpcs_description,unique_beneficiary,bene_day_srvc_cnt,avg_medicare_allowed,avg_medicare_pymt,ZIP
1124031406,SAN FRANCISCO ENDOSCOPY CENTER LLC,O,SAN FRANCISCO,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,33,36,842.08,651.71638889,94118
1124075940,ADVANCE ENDOSCOPY CENTER LLC,O,DOVER,DE,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",17,19,615.65,480.85947368,19904
1124083076,NORTH GARLAND SURGERY CENTER LLP,O,GARLAND,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,33,34,605.34,463.47558824,75044
1124092945,ROCKLEDGE FL ENDOSCOPY ASC LLC,O,ROCKLEDGE,FL,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,76,82,563.84085366,434.35353659,32955
1124092945,ROCKLEDGE FL ENDOSCOPY ASC LLC,O,ROCKLEDGE,FL,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",13,14,567.3,444.76,32955
1124092945,ROCKLEDGE FL ENDOSCOPY ASC LLC,O,ROCKLEDGE,FL,Ambulatory Surgical Center,F,43255,"Control of bleeding of esophagus, stomach, and/or upper small bowel using an endoscope",11,12,567.3,444.76,32955
1124098512,WESMARK AMBULATORY SURGERY CENTER,O,SUMTER,SC,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,42,48,514.51416667,395.03625,29150
1124098512,WESMARK AMBULATORY SURGERY CENTER,O,SUMTER,SC,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",21,23,505.87434783,384.12478261,29150
1124131636,CENTRAL CONNECTICUT ENDOSCOPY CENTER,O,PLAINVILLE,CT,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,32,32,635.58,498.29,06062
1124180427,LANCASTER PA ENDOSCOPY ASC LLC,O,LANCASTER,PA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",11,11,589.21,448.89727273,17604
1124285515,SURGICENTER OF EASTERN CAROLINA LLC,O,GREENVILLE,NC,Ambulatory Surgical Center,F,43191,Diagnostic examination of esophagus using an endoscope,11,11,428.20363636,335.70909091,27834
1124324181,MANHATTAN ENDOSCOPY CENTER LLC,O,NY,NY,Ambulatory Surgical Center,F,43237,"Ultrasound examination of esophagus, stomach, and/or upper small bowel using an endoscope",19,19,672.32210526,504.46526316,10017
1124324181,MANHATTAN ENDOSCOPY CENTER LLC,O,NY,NY,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,26,33,690.19090909,521.11,10017
1124324181,MANHATTAN ENDOSCOPY CENTER LLC,O,NY,NY,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",20,20,669.7695,510.7535,10017
1124492541,"MEMORIAL HERMANN SURGERY CENTER PINECROFT, LLC",O,THE WOODLANDS,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,18,18,599.01,453.84055556,77380
1124498357,ENDOSCOPY CENTER OF INLAND EMPIRE LLC,O,NASHVILLE,TN,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,16,16,660.99,512.294375,37219
1134157225,OCEAN SPRINGS SURGICAL AND ENDOSCOPY CENTER LLC,O,OCEAN SPRINGS,MS,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,42,53,521.38433962,381.60245283,39564
1134157225,OCEAN SPRINGS SURGICAL AND ENDOSCOPY CENTER LLC,O,OCEAN SPRINGS,MS,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",11,11,536.57,420.67,39564
1134157225,OCEAN SPRINGS SURGICAL AND ENDOSCOPY CENTER LLC,O,OCEAN SPRINGS,MS,Ambulatory Surgical Center,F,44361,Biopsy of small bowel using an endoscope,30,30,536.57,414.00633333,39564
1144200163,ABILENE ASC LP,O,ABILENE,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,57,61,554.04,427.1057377,79601
1144216847,RIVER PARK ASC LLC,O,VIDALIA,LA,Ambulatory Surgical Center,F,43246,Insertion of stomach tube using an endoscope,36,53,518.77,403.73924528,71373
1144219908,"HSC SURGICAL ASSOCIATES OF CINCINNATI, LLC",O,CINCINNATI,OH,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,102,113,589.88,439.56318584,45219
1144291261,"OCEAN SURGICAL PAVILION, PC",O,OAKHURST,NJ,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,11,696.4,542.53727273,07755
1144291261,"OCEAN SURGICAL PAVILION, PC",O,OAKHURST,NJ,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",20,20,696.4,545.98,07755
1144317470,BOICE WILLIS CLINIC PA,O,ROCKY MOUNT,NC,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",17,17,577.88235294,450.40058824,27804
1144390725,STARPOINT SURGERY CENTER - STUDIO CITY LP,O,STUDIO CITY,CA,Ambulatory Surgical Center,F,43237,"Ultrasound examination of esophagus, stomach, and/or upper small bowel using an endoscope",14,14,660.61642857,517.92857143,91607
1144406927,SAN ANTONIO TX ENDOSCOPY ASC LP,O,SAN ANTONIO,TX,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",38,38,565.81,423.44815789,78258
1144416587,DIGESTIVE ENDOSCOPY CENTER LLC,O,SPRINGBORO,OH,Ambulatory Surgical Center,F,43242,"Ultrasound guided needle aspiration or biopsy of esophagus, stomach, and/or upper small bowel using an endoscope",35,35,581.45314286,443.378,45066
1144416587,DIGESTIVE ENDOSCOPY CENTER LLC,O,SPRINGBORO,OH,Ambulatory Surgical Center,F,43245,Dilation of stomach outlet using an endoscope,17,20,560.386,432.1635,45066
1144416587,DIGESTIVE ENDOSCOPY CENTER LLC,O,SPRINGBORO,OH,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,77,78,582.3174359,448.76974359,45066
1144416587,DIGESTIVE ENDOSCOPY CENTER LLC,O,SPRINGBORO,OH,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",11,11,563.06727273,441.43909091,45066
1144416587,DIGESTIVE ENDOSCOPY CENTER LLC,O,SPRINGBORO,OH,Ambulatory Surgical Center,F,43259,"Ultrasound examination of esophagus, stomach and/or upper small bowel using an endoscope",13,13,589.88,462.46,45066
1154318103,"THE EVERETT CLINIC, PLLC",O,EVERETT,WA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,12,655.66,430.81666667,98201
1154318103,"THE EVERETT CLINIC, PLLC",O,EVERETT,WA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",11,11,655.66,477.01909091,98201
1154323988,CENTRAL VIRGINIA SURGI-CENTER LP,O,FREDERICKSBURG,VA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,52,53,618.42,470.25188679,22401
1154442630,GASTROENTEROLOGY ASSOCIATES PA,O,HICKORY,NC,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",11,12,564.26,442.38,28601
1154442630,GASTROENTEROLOGY ASSOCIATES PA,O,HICKORY,NC,Ambulatory Surgical Center,F,44361,Biopsy of small bowel using an endoscope,17,17,564.26,442.38,28601
1154526044,"KERRVILLE AMBULATORY SURGERY CENTER, LLC",O,KERRVILLE,TX,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",14,15,523.03466667,410.06,78028
1164414447,EAST VALLEY ENDOSCOPY LLC,O,MESA,AZ,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,99,102,609.66676471,461.59166667,85206
1164414447,EAST VALLEY ENDOSCOPY LLC,O,MESA,AZ,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",20,21,598.08285714,465.48238095,85206
1164469086,"SAME DAY SURGICARE OF NEW ENGLAND, INC.",O,FALL RIVER,MA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,36,47,626.12,489.70617021,02720
1164484572,FORT SUTTER SURGERY CENTER A CALIFORNIA LIMITED PARTNERSHIP,O,SACRAMENTO,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,28,31,809.38,619.51,95816
1164513149,ENDO SURGI CENTER PA,O,UNION,NJ,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",69,70,594.44828571,455.71785714,07083
1164513149,ENDO SURGI CENTER PA,O,UNION,NJ,Ambulatory Surgical Center,F,43259,"Ultrasound examination of esophagus, stomach and/or upper small bowel using an endoscope",79,79,641.45,501.08379747,07083
1164528527,CENTER FOR DIGESTIVE CARE LLC,O,YPSILANTI,MI,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,45,51,593.88235294,451.97705882,48197
1164840088,SUTTER BAY MEDICAL FOUNDATION,O,SAN CARLOS,CA,Ambulatory Surgical Center,F,43237,"Ultrasound examination of esophagus, stomach, and/or upper small bowel using an endoscope",16,17,718.24470588,563.10176471,94070
1164840088,SUTTER BAY MEDICAL FOUNDATION,O,SAN CARLOS,CA,Ambulatory Surgical Center,F,43242,"Ultrasound guided needle aspiration or biopsy of esophagus, stomach, and/or upper small bowel using an endoscope",14,14,781.93142857,613.03285714,94070
1164840088,SUTTER BAY MEDICAL FOUNDATION,O,SAN CARLOS,CA,Ambulatory Surgical Center,F,43254,"Removal of tissue lining of esophagus, stomach, and/or upper small bowel using an endoscope",15,16,578.93,453.8775,94070
1164840088,SUTTER BAY MEDICAL FOUNDATION,O,SAN CARLOS,CA,Ambulatory Surgical Center,F,43259,"Ultrasound examination of esophagus, stomach and/or upper small bowel using an endoscope",30,33,829.32121212,647.92848485,94070
1174502272,ENDOSCOPY CENTER OF TOPEKA LP,O,TOPEKA,KS,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,33,38,567.42,441.08447368,66606
1174586606,BELLEAIR SURGERY CENTER LTD,O,CLEARWATER,FL,Ambulatory Surgical Center,F,43250,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",49,54,557.97925926,420.09592593,33756
1174590434,"HARMONY SURGERY CENTER, LLC",O,FORT COLLINS,CO,Ambulatory Surgical Center,F,43244,Tying of dilated veins of stomach and/or esophagus using an endoscope,17,19,619.73,485.86,80528
1174590434,"HARMONY SURGERY CENTER, LLC",O,FORT COLLINS,CO,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,70,80,619.73,481.193,80528
1174590434,"HARMONY SURGERY CENTER, LLC",O,FORT COLLINS,CO,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",24,25,619.73,462.1,80528
1174663199,MIDDLESEX ENDOSCOPY CENTER LLC,O,ACTON,MA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,12,14,639.29,499.29428571,01720
1174670723,"GASTROINTESTINAL INSTITUTE, LLC.",O,NORMAL,IL,Ambulatory Surgical Center,F,43250,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",20,21,584.98,458.62,61761
1174715445,"DIGESTIVE HEALTH CENTER OF THOUSAND OAKS, LLC",O,THOUSAND OAKS,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,21,22,709.72,547.51409091,91360
1174873780,"YORKVILLE ENDOSCOPY, LLC",O,NEW YORK,NY,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,25,28,634.54142857,494.2025,10128
1174873780,"YORKVILLE ENDOSCOPY, LLC",O,NEW YORK,NY,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",64,65,696.4,543.15661538,10128
1174969372,AURORA GI ASC LLC,O,WEST ALLIS,WI,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,13,14,605.27,464.29142857,53227
1184635955,SAN RAMON ENDOSCOPY CENTER INC,O,SAN RAMON,CA,Ambulatory Surgical Center,F,44361,Biopsy of small bowel using an endoscope,35,35,848.72,665.4,94583
1184664609,"ENDOSCOPY CENTER AT ROBINWOOD, LLC",O,HAGERSTOWN,MD,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,21,22,574.91,444.20863636,21742
1184673378,"QUADRANGLE ENDOSCOPY CENTER, INC.",O,GREENVILLE,NC,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,30,43,581.93372093,449.69418605,27834
1184683963,BERKSHIRE ENDOSCOPY CENTER LLC,O,PITTSFIELD,MA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,13,16,627.61,492.05,01201
1184687386,"DIGESTIVECARE, INC.",O,DAYTON,OH,Ambulatory Surgical Center,F,43242,"Ultrasound guided needle aspiration or biopsy of esophagus, stomach, and/or upper small bowel using an endoscope",68,71,574.72394366,440.38943662,45440
1184687386,"DIGESTIVECARE, INC.",O,DAYTON,OH,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,31,35,570.53142857,426.57628571,45440
1184687386,"DIGESTIVECARE, INC.",O,DAYTON,OH,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",26,26,567.66923077,430.54769231,45440
1184687386,"DIGESTIVECARE, INC.",O,DAYTON,OH,Ambulatory Surgical Center,F,43259,"Ultrasound examination of esophagus, stomach and/or upper small bowel using an endoscope",24,24,578.8,453.78,45440
1184687626,"PARK CENTRAL SURGICAL CENTER, LTD",O,DALLAS,TX,Ambulatory Surgical Center,F,43259,"Ultrasound examination of esophagus, stomach and/or upper small bowel using an endoscope",22,22,605.34,450.52818182,75251
1184699241,SAN LUIS OBISPO CA ENDOSCOPY ASC LP,O,TEMPLETON,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,13,16,705.8,553.35,93465
1194724690,ENDOSCOPY CENTER OF DAYTON NORTH LLC,O,DAYTON,OH,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,30,32,578.8,452.5525,45415
1194744532,MOSES CONE MEDICAL SERVICES INC.,O,GREENSBORO,NC,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,45,47,562.98,435.23255319,27403
1194761908,"GWINNETT ENDOSCOPY CENTER, PC",O,LAWRENCEVILLE,GA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,14,14,587.9,433.12571429,30046
1194770974,"HAMILTON ENDOSCOPY AND SURGERY CENTER, LLC",O,HAMILTON,NJ,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,17,17,600.56,449.36058824,08619
1194790808,DIGESTIVE ENDOSCOPY CENTER LLC,O,DAYTON,OH,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,42,45,578.8,442.68688889,45414
1194997965,INDIANAPOLIS ENDOSCOPY CENTER LLP,O,INDIANAPOLIS,IN,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,15,17,615.65,471.72705882,46216
1194997965,INDIANAPOLIS ENDOSCOPY CENTER LLP,O,INDIANAPOLIS,IN,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",54,54,615.65,476.14037037,46216
1194997965,INDIANAPOLIS ENDOSCOPY CENTER LLP,O,INDIANAPOLIS,IN,Ambulatory Surgical Center,F,44361,Biopsy of small bowel using an endoscope,68,69,606.72768116,473.50043478,46216
1205030731,"PIERCE STREET SAME DAY SURGERY, LC",O,SIOUX CITY,IA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,55,64,570.59,438.573125,51104
1205127032,ADVANCED ENDOSCOPY CENTER PSC,O,PONCE,PR,Ambulatory Surgical Center,F,43259,"Ultrasound examination of esophagus, stomach and/or upper small bowel using an endoscope",11,11,427.61,335.25,00717
1205195716,ADVANCED ENDOSCOPY AND PAIN CENTER LLC,O,LANCASTER,CA,Ambulatory Surgical Center,F,43244,Tying of dilated veins of stomach and/or esophagus using an endoscope,30,31,680.16967742,530.58064516,93534
1205195716,ADVANCED ENDOSCOPY AND PAIN CENTER LLC,O,LANCASTER,CA,Ambulatory Surgical Center,F,43246,Insertion of stomach tube using an endoscope,13,16,691.32,537.9175,93534
1205195716,ADVANCED ENDOSCOPY AND PAIN CENTER LLC,O,LANCASTER,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,63,99,677.35393939,527.43141414,93534
1205195716,ADVANCED ENDOSCOPY AND PAIN CENTER LLC,O,LANCASTER,CA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",47,49,677.21142857,523.48693878,93534
1205804697,GOLDSBORO ENDOSCOPY CENTER INC,O,GOLDSBORO,NC,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,109,127,567.36748031,442.80070866,27534
1205821097,"ADOBE SURGERY CENTER, PC",O,TUCSON,AZ,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,24,25,571.35,447.94,85712
1205862984,"ENDOSCOPIC SERVICES, P.A.",O,WICHITA,KS,Ambulatory Surgical Center,F,43250,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",18,19,566.48,436.55157895,67218
1205865409,GASTROENTEROLOGY OF CANTON ENDOSCOPY CENTER INC,O,CANTON,OH,Ambulatory Surgical Center,F,43245,Dilation of stomach outlet using an endoscope,12,13,560.06,439.09,44718
1205869211,"ROANOKE SURGERY CENTER, LP",O,SALEM,VA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,44,48,579.14,451.05104167,24153
1205872108,THE SURGERY & ENDOSCOPY CENTER LLC,O,SEBRING,FL,Ambulatory Surgical Center,F,43242,"Ultrasound guided needle aspiration or biopsy of esophagus, stomach, and/or upper small bowel using an endoscope",21,21,541.14,411.40333333,33870
1205872108,THE SURGERY & ENDOSCOPY CENTER LLC,O,SEBRING,FL,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",11,11,541.14,424.25,33870
1205872108,THE SURGERY & ENDOSCOPY CENTER LLC,O,SEBRING,FL,Ambulatory Surgical Center,F,43259,"Ultrasound examination of esophagus, stomach and/or upper small bowel using an endoscope",78,79,541.14,415.16962025,33870
1205875283,RWJ ENDOSURGICAL CENTER LLC,O,EAST BRUNSWICK,NJ,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,12,17,696.4,542.57058824,08816
1205885746,"GLASGOW MEDICAL CENTER, LLC",O,NEWARK,DE,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,18,18,635.09,497.16166667,19702
1205963568,BRYN MAWR MEDICAL SPECIALISTS ASSOCIATION,O,BRYN MAWR,PA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,20,22,643.37,504.41,19010
1215024575,COOPER CLINIC PA,O,FORT SMITH,AR,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,13,15,527.57,384.29466667,72903
1215091087,CORPUS CHRISTI SURGICARE LTD,O,CORPUS CHRISTI,TX,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,13,15,546.33133333,420.126,78411
1215126438,THE ARCADIA CA ENDOSCOPY ASC LP,O,ARCADIA,CA,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,30,31,669.01935484,524.51612903,91006
1215126438,THE ARCADIA CA ENDOSCOPY ASC LP,O,ARCADIA,CA,Ambulatory Surgical Center,F,43251,"Removal of polyps or growths of esophagus, stomach, and/or upper small bowel using an endoscope",28,30,691.32,542.0,91006
1215134564,"EMMAUS SURGICAL CENTER, LLC",O,HACKETTSTOWN,NJ,Ambulatory Surgical Center,F,43249,Balloon dilation of esophagus using an endoscope,11,14,583.46,457.43,07840
